,title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
262,"Top Stories Tuesday, Oct 3: 'Airbnb Has Foundational Cracks', Disney+ Follows Netflix On Subscription Sharing Crackdown, Microsoft's Nadella Criticizes Google's Exclusive Content Deals - Apple  ( NASDAQ:AAPL ) , ALX Oncology Holdings  ( NASDAQ:ALXO ) ",https://www.benzinga.com/news/23/10/35064552/airbnb-has-foundational-cracks-disney-follows-netflix-on-subscription-sharing-crackdown-microsofts-n,20231003T141120,['Vandana Singh'],"In a significant development, Microsoft Corp's MSFT CEO, Satya Nadella, has voiced concerns over the competitive landscape of content acquisition essential for training artificial intelligence ( AI ) .",https://cdn.benzinga.com/files/images/story/2023/10/03/airbnbtoronto5.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.166667'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.166667'}, {'topic': 'Technology', 'relevance_score': '0.166667'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.166667'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.166667'}, {'topic': 'Earnings', 'relevance_score': '0.538269'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.166667'}]",0.058194,Neutral,"[{'ticker': 'TGT', 'relevance_score': '0.076236', 'ticker_sentiment_score': '0.263048', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.189076', 'ticker_sentiment_score': '0.273786', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.038162', 'ticker_sentiment_score': '0.139139', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SPOT', 'relevance_score': '0.076236', 'ticker_sentiment_score': '0.144617', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVO', 'relevance_score': '0.076236', 'ticker_sentiment_score': '0.21709', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JNJ', 'relevance_score': '0.076236', 'ticker_sentiment_score': '-0.067693', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MU', 'relevance_score': '0.076236', 'ticker_sentiment_score': '0.143767', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ABNB', 'relevance_score': '0.114137', 'ticker_sentiment_score': '-0.017859', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DAL', 'relevance_score': '0.076236', 'ticker_sentiment_score': '-0.098084', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ASML', 'relevance_score': '0.076236', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.076236', 'ticker_sentiment_score': '0.14478', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AZN', 'relevance_score': '0.076236', 'ticker_sentiment_score': '-0.038103', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PNT', 'relevance_score': '0.076236', 'ticker_sentiment_score': '0.179376', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'VTRS', 'relevance_score': '0.076236', 'ticker_sentiment_score': '0.067102', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LLY', 'relevance_score': '0.076236', 'ticker_sentiment_score': '0.179376', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ALXO', 'relevance_score': '0.076236', 'ticker_sentiment_score': '-0.146817', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GME', 'relevance_score': '0.114137', 'ticker_sentiment_score': '-0.130984', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BA', 'relevance_score': '0.076236', 'ticker_sentiment_score': '0.021659', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNY', 'relevance_score': '0.114137', 'ticker_sentiment_score': '-0.064201', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TAK', 'relevance_score': '0.076236', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:NXC', 'relevance_score': '0.038162', 'ticker_sentiment_score': '-0.036553', 'ticker_sentiment_label': 'Neutral'}]"
263,"Vericity, POINT Biopharma Global, Oddity Tech And Other Big Stocks Moving Higher On Tuesday - Fiverr Intl  ( NYSE:FVRR ) , Clean Energy Fuels  ( NASDAQ:CLNE ) ",https://www.benzinga.com/news/23/10/35064944/vericity-point-biopharma-global-oddity-tech-and-other-big-stocks-moving-higher-on-tuesday,20231003T140934,['Lisa Levin'],"U.S. stocks traded lower, with the Nasdaq Composite falling more than 100 points on Tuesday. Here are some big stocks recording gains in today's session. Vericity, Inc. VERY shares climbed 87% to $11.11 after iA Financial Group announced it will acquire the company. POINT Biopharma Global Inc.",https://cdn.benzinga.com/files/images/story/2023/10/03/vericity_-_logo.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.614606'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.2'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}]",0.295453,Somewhat-Bullish,"[{'ticker': 'FVRR', 'relevance_score': '0.405651', 'ticker_sentiment_score': '0.340386', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'IAFNF', 'relevance_score': '0.140896', 'ticker_sentiment_score': '0.217305', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'LNTH', 'relevance_score': '0.405651', 'ticker_sentiment_score': '-0.020303', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PNT', 'relevance_score': '0.405651', 'ticker_sentiment_score': '0.546995', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'LLY', 'relevance_score': '0.405651', 'ticker_sentiment_score': '0.301297', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SMR', 'relevance_score': '0.277433', 'ticker_sentiment_score': '0.616912', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'WRBY', 'relevance_score': '0.405651', 'ticker_sentiment_score': '0.716185', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'MSC', 'relevance_score': '0.277433', 'ticker_sentiment_score': '-0.460934', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'ODD', 'relevance_score': '0.277433', 'ticker_sentiment_score': '0.371281', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'SYNA', 'relevance_score': '0.405651', 'ticker_sentiment_score': '-0.293274', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'VERY', 'relevance_score': '0.140896', 'ticker_sentiment_score': '0.217305', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CLNE', 'relevance_score': '0.405651', 'ticker_sentiment_score': '0.747204', 'ticker_sentiment_label': 'Bullish'}]"
264,"Dow Falls Over 100 Points; McCormick Sales Miss Views - AERWINS Technologies  ( NASDAQ:AWIN ) , Dixie Gr  ( NASDAQ:DXYN ) ",https://www.benzinga.com/news/earnings/23/10/35064200/dow-falls-over-100-points-mccormick-sales-miss-views,20231003T134205,['Lisa Levin'],"U.S. stocks traded lower this morning, with the Dow Jones falling more than 100 points on Tuesday. Following the market opening Tuesday, the Dow traded down 0.37% to 33,310.99 while the NASDAQ fell 0.58% to 13,230.96. The S&P 500 also fell, dropping, 0.47% to 4,268.18.",https://cdn.benzinga.com/files/images/story/2023/10/03/image21.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.684621'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.2'}]",-0.029034,Neutral,"[{'ticker': 'SDC', 'relevance_score': '0.209365', 'ticker_sentiment_score': '0.148236', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AWIN', 'relevance_score': '0.209365', 'ticker_sentiment_score': '0.22361', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'IAFNF', 'relevance_score': '0.070517', 'ticker_sentiment_score': '0.169043', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'PNT', 'relevance_score': '0.209365', 'ticker_sentiment_score': '0.387902', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'LLY', 'relevance_score': '0.140485', 'ticker_sentiment_score': '0.302654', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SPRC', 'relevance_score': '0.140485', 'ticker_sentiment_score': '0.306305', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DXYN', 'relevance_score': '0.140485', 'ticker_sentiment_score': '-0.204669', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'SPGI', 'relevance_score': '0.070517', 'ticker_sentiment_score': '-0.010088', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VERY', 'relevance_score': '0.070517', 'ticker_sentiment_score': '0.169043', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
265,Want Better Returns? Don?t Ignore These 2 Medical Stocks Set to Beat Earnings,https://www.zacks.com/stock/news/2159086/want-better-returns-dont-ignore-these-2-medical-stocks-set-to-beat-earnings,20231003T125006,['Zacks Equity Research'],Why investors should use the Zacks Earnings ESP tool to help find stocks that are poised to top quarterly earnings estimates.,https://staticx-tuner.zacks.com/images/default_article_images/default341.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.999973'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}]",0.363038,Bullish,"[{'ticker': 'LLY', 'relevance_score': '0.390904', 'ticker_sentiment_score': '0.418501', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'ZTS', 'relevance_score': '0.390904', 'ticker_sentiment_score': '0.4042', 'ticker_sentiment_label': 'Bullish'}]"
266,Lilly's  ( LLY )  Eczema Candidate Lebrikizumab Faces FDA Rejection,https://www.zacks.com/stock/news/2159031/lillys-lly-eczema-candidate-lebrikizumab-faces-fda-rejection,20231003T114300,['Zacks Equity Research'],"Lilly (LLY) gets a CRL for the eczema candidate, lebrikizumab, based on inspection findings at a third-party manufacturer.",https://staticx-tuner.zacks.com/images/articles/main/52/873.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.682689'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}]",0.241153,Somewhat-Bullish,"[{'ticker': 'LLY', 'relevance_score': '0.470894', 'ticker_sentiment_score': '0.295921', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CORT', 'relevance_score': '0.11123', 'ticker_sentiment_score': '0.058093', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AUPH', 'relevance_score': '0.273399', 'ticker_sentiment_score': '0.146338', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ALPN', 'relevance_score': '0.220308', 'ticker_sentiment_score': '0.180672', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
267,Lilly to Acquire POINT Biopharma to Expand Oncology Capabilities into Next-Generation Radioligand Therapies - PR Newswire,https://www.prnewswire.com/news-releases/lilly-to-acquire-point-biopharma-to-expand-oncology-capabilities-into-next-generation-radioligand-therapies-301945243.html,20231003T104500,[],Lilly to Acquire POINT Biopharma to Expand Oncology Capabilities into Next-Generation Radioligand Therapies PR ...,,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.986714'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.99998'}, {'topic': 'Earnings', 'relevance_score': '0.108179'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.25'}]",0.224114,Somewhat-Bullish,"[{'ticker': 'LLY', 'relevance_score': '0.380775', 'ticker_sentiment_score': '0.285753', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.020866', 'ticker_sentiment_score': '0.156872', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GS', 'relevance_score': '0.020866', 'ticker_sentiment_score': '0.111541', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LNTH', 'relevance_score': '0.020866', 'ticker_sentiment_score': '0.108764', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PNT', 'relevance_score': '0.083323', 'ticker_sentiment_score': '-0.014694', 'ticker_sentiment_label': 'Neutral'}]"
268,This fund shows that industry expertise can help you make a lot of money in the stock market,https://www.marketwatch.com/story/this-fund-shows-that-industry-expertise-can-help-you-make-a-lot-of-money-in-the-stock-market-5d104b1d,20231002T162800,['Philip van Doorn'],The managers of the Janus Henderson Global Life Sciences Fund have direct experience to help them separate promising innovators from flashes in the pan.,https://images.mktw.net/im-861100?width=700&height=593,MarketWatch,Top Stories,www.marketwatch.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.986564'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.174392,Somewhat-Bullish,"[{'ticker': 'ETNB', 'relevance_score': '0.083107', 'ticker_sentiment_score': '-0.074703', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVO', 'relevance_score': '0.04161', 'ticker_sentiment_score': '0.084583', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JHG', 'relevance_score': '0.205807', 'ticker_sentiment_score': '0.11181', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LLY', 'relevance_score': '0.083107', 'ticker_sentiment_score': '0.089042', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MDGL', 'relevance_score': '0.083107', 'ticker_sentiment_score': '-0.03668', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AKRO', 'relevance_score': '0.083107', 'ticker_sentiment_score': '-0.074703', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ISRG', 'relevance_score': '0.083107', 'ticker_sentiment_score': '0.238236', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
269,"Stocks off to a choppy start this week, as bond yields push higher",https://www.cnbc.com/2023/10/02/stocks-off-to-a-choppy-start-this-week-as-bond-yields-push-higher.html,20231002T150747,['Jeff Marks'],The Investing Club holds its Morning Meeting every weekday at 10:20 a.m. ET.,https://image.cnbcfm.com/api/v1/image/107310037-1696258414393-1696257499-31430485476-hd.jpg?v=1696260270&w=600&h=300&vtcrop=y,CNBC,Top News,www.cnbc.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.997902'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.5'}]",0.137563,Neutral,"[{'ticker': 'LLY', 'relevance_score': '0.388879', 'ticker_sentiment_score': '0.155401', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CTRA', 'relevance_score': '0.239698', 'ticker_sentiment_score': '0.107077', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DHR', 'relevance_score': '0.388879', 'ticker_sentiment_score': '0.155401', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
270,ACM Research and Advance Auto Parts have been highlighted as Zacks Bull and Bear of the Day,https://www.zacks.com/stock/news/2158590/acm-research-and-advance-auto-parts-have-been-highlighted-as-zacks-bull-and-bear-of-the-day,20231002T122500,['Zacks Equity Research'],"Chicago, IL - October 2, 2023 - Zacks Equity Research shares ACM Research ( ACMR Quick QuoteACMR - ) as the Bull of the Day and Advance Auto Parts ( AAP Quick QuoteAAP - ) as the Bear of the Day.",https://staticx-tuner.zacks.com/images/articles/main/cb/577.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Economy - Macro', 'relevance_score': '0.158519'}]",0.152207,Somewhat-Bullish,"[{'ticker': 'AAP', 'relevance_score': '0.242027', 'ticker_sentiment_score': '-0.080033', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LLY', 'relevance_score': '0.087631', 'ticker_sentiment_score': '0.027321', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ACMR', 'relevance_score': '0.225224', 'ticker_sentiment_score': '0.251365', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MS', 'relevance_score': '0.01756', 'ticker_sentiment_score': '0.155341', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVO', 'relevance_score': '0.139771', 'ticker_sentiment_score': '0.043998', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PFE', 'relevance_score': '0.105064', 'ticker_sentiment_score': '0.040069', 'ticker_sentiment_label': 'Neutral'}]"
271,These 5 Stocks Are Showing Bullish Action After Strong Runs,https://www.investors.com/news/sp-500-5-stocks-are-setting-up-buying-opportunity-after-strong-runs/,20230930T120000,"['ED CARSON', ""Investor's Business Daily""]",S&P 500: These 5 Stocks Are Setting Up This Buying Opportunity ... Investor's Business Daily ...,https://www.investors.com/wp-content/uploads/2019/08/stock-bounce-back-01-adobe.jpg,Investors Business Daily,n/a,www.investors.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.99977'}, {'topic': 'Earnings', 'relevance_score': '0.999162'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.5'}]",0.178128,Somewhat-Bullish,"[{'ticker': 'LLY', 'relevance_score': '0.515891', 'ticker_sentiment_score': '0.062102', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BKNG', 'relevance_score': '0.400265', 'ticker_sentiment_score': '0.192539', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVO', 'relevance_score': '0.459624', 'ticker_sentiment_score': '0.243203', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
272,"Nektar  ( NKTR ) , Cellular Biomedicine Join for Lung Cancer Studies",https://www.zacks.com/stock/news/2156973/nektar-nktr-cellular-biomedicine-join-for-lung-cancer-studies,20230928T115800,['Zacks Equity Research'],Nektar (NKTR) enters into a deal with Cellular Biomedicine Group to develop NKTR-255 in combination with C-TIL05 to treat advanced NSCLC.,https://staticx-tuner.zacks.com/images/articles/main/f5/284.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}]",0.007194,Neutral,"[{'ticker': 'LLY', 'relevance_score': '0.368773', 'ticker_sentiment_score': '-0.05567', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ANIK', 'relevance_score': '0.127119', 'ticker_sentiment_score': '0.066031', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ANVS', 'relevance_score': '0.251032', 'ticker_sentiment_score': '-0.056004', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NKTR', 'relevance_score': '0.528475', 'ticker_sentiment_score': '0.186757', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
273,"Top Stories Wednesday, Sep 27: Apple Defends Its $19B Google Search Deal, Hollywood's Writers Secure Credit For AI Training, China's Ambitious Chip Fund Faces Headwinds - Alibaba Gr Holding  ( NYSE:BABA ) ",https://www.benzinga.com/news/23/09/34949379/apple-defends-its-19b-google-search-deal-hollywoods-writers-secure-credit-for-ai-training-chinas-amb,20230927T134747,['Vandana Singh'],Alibaba Group Holding Limited BABA stock is trading higher Wednesday as the company's logistics arm Cainiao Smart Logistics Network Ltd filed for its Hong Kong initial public offering on Tuesday. The first-time share sale could fetch a minimum of $1 billion.,https://cdn.benzinga.com/files/images/story/2023/09/27/google_search_iphone.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.108179'}]",0.148277,Neutral,"[{'ticker': 'BABA', 'relevance_score': '0.111144', 'ticker_sentiment_score': '0.095986', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NFLX', 'relevance_score': '0.07423', 'ticker_sentiment_score': '0.159668', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TGT', 'relevance_score': '0.07423', 'ticker_sentiment_score': '0.077628', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.184176', 'ticker_sentiment_score': '0.084378', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.111144', 'ticker_sentiment_score': '0.025411', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PARA', 'relevance_score': '0.07423', 'ticker_sentiment_score': '0.159668', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JPM', 'relevance_score': '0.07423', 'ticker_sentiment_score': '0.07364', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVO', 'relevance_score': '0.07423', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TRI', 'relevance_score': '0.111144', 'ticker_sentiment_score': '0.053298', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PFE', 'relevance_score': '0.07423', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSM', 'relevance_score': '0.07423', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSNLF', 'relevance_score': '0.07423', 'ticker_sentiment_score': '-0.051384', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMG', 'relevance_score': '0.07423', 'ticker_sentiment_score': '0.273503', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AZN', 'relevance_score': '0.07423', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PAYX', 'relevance_score': '0.111144', 'ticker_sentiment_score': '0.070338', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'QCOM', 'relevance_score': '0.147818', 'ticker_sentiment_score': '-0.038811', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LLY', 'relevance_score': '0.147818', 'ticker_sentiment_score': '0.067619', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MRNA', 'relevance_score': '0.07423', 'ticker_sentiment_score': '0.083661', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNY', 'relevance_score': '0.07423', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
274,Eli Lilly  ( LLY )  Stock Moves -0.41%: What You Should Know,https://www.zacks.com/stock/news/2155702/eli-lilly-lly-stock-moves--041-what-you-should-know,20230926T214518,['Zacks Equity Research'],"Eli Lilly (LLY) closed the most recent trading day at $550.01, moving -0.41% from the previous trading session.",https://staticx-tuner.zacks.com/images/default_article_images/default275.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.976913'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}]",0.111179,Neutral,"[{'ticker': 'LLY', 'relevance_score': '0.608634', 'ticker_sentiment_score': '0.226675', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
275,2 Magnificent Dividend Stocks to Buy Right Now,https://www.fool.com/investing/2023/09/26/2-magnificent-dividend-stocks-to-buy-right-now/,20230926T170000,['George Budwell'],These two expensive dividend stocks are worth the price of admission.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F748811%2Ftime-to-buy.jpg&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.990999'}]",0.356891,Bullish,"[{'ticker': 'LLY', 'relevance_score': '0.318897', 'ticker_sentiment_score': '0.337037', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVO', 'relevance_score': '0.257668', 'ticker_sentiment_score': '0.442075', 'ticker_sentiment_label': 'Bullish'}]"
276,Check Out What Whales Are Doing With LLY - Eli Lilly  ( NYSE:LLY ) ,https://www.benzinga.com/markets/options/23/09/34916986/check-out-what-whales-are-doing-with-lly,20230926T161540,['Benzinga Insights'],"A whale with a lot of money to spend has taken a noticeably bullish stance on Eli Lilly. Looking at options history for Eli Lilly LLY we detected 13 strange trades. If we consider the specifics of each trade, it is accurate to state that 53% of the investors opened trades with bullish ...",https://cdn.benzinga.com/files/images/story/2023/movers_image_18.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.099287,Neutral,"[{'ticker': 'LLY', 'relevance_score': '0.831658', 'ticker_sentiment_score': '0.269075', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MS', 'relevance_score': '0.12165', 'ticker_sentiment_score': '-0.132256', 'ticker_sentiment_label': 'Neutral'}]"
277,Eli Lilly Unusual Options Activity For September 25 - Eli Lilly  ( NYSE:LLY ) ,https://www.benzinga.com/markets/options/23/09/34874544/eli-lilly-unusual-options-activity-for-september-25,20230925T173109,['Benzinga Insights'],"A whale with a lot of money to spend has taken a noticeably bullish stance on Eli Lilly. Looking at options history for Eli Lilly LLY we detected 19 strange trades. If we consider the specifics of each trade, it is accurate to state that 52% of the investors opened trades with bullish ...",https://cdn.benzinga.com/files/images/story/2023/movers_image_0.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.134794,Neutral,"[{'ticker': 'LLY', 'relevance_score': '0.767534', 'ticker_sentiment_score': '0.156028', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MS', 'relevance_score': '0.118647', 'ticker_sentiment_score': '-0.130868', 'ticker_sentiment_label': 'Neutral'}]"
